GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0022400403,597,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,29,Missed Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-43,16,1,0,20241223,GSW,IND
Shot Chart Detail,0022400403,616,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,51,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,28,273,1,0,20241223,GSW,IND
Shot Chart Detail,0022400403,641,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,47,Missed Shot,Step Back Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-230,55,1,0,20241223,GSW,IND
Shot Chart Detail,0022400408,9,201939,Stephen Curry,1610612744,Golden State Warriors,1,11,25,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,17,12,1,1,20241225,GSW,LAL
Shot Chart Detail,0022400408,55,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,25,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,6,52,1,0,20241225,GSW,LAL
Shot Chart Detail,0022400408,74,201939,Stephen Curry,1610612744,Golden State Warriors,1,4,55,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,136,231,1,1,20241225,GSW,LAL
Shot Chart Detail,0022400408,151,201939,Stephen Curry,1610612744,Golden State Warriors,2,11,6,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,-4,288,1,0,20241225,GSW,LAL
Shot Chart Detail,0022400408,153,201939,Stephen Curry,1610612744,Golden State Warriors,2,10,59,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-169,204,1,1,20241225,GSW,LAL
Shot Chart Detail,0022400408,157,201939,Stephen Curry,1610612744,Golden State Warriors,2,10,23,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,161,210,1,0,20241225,GSW,LAL
Shot Chart Detail,0022400408,182,201939,Stephen Curry,1610612744,Golden State Warriors,2,8,40,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,29,-140,259,1,0,20241225,GSW,LAL
Shot Chart Detail,0022400408,292,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,22,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,28,17,1,1,20241225,GSW,LAL
Shot Chart Detail,0022400408,306,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,38,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,130,254,1,1,20241225,GSW,LAL
Shot Chart Detail,0022400408,309,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,6,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,130,231,1,1,20241225,GSW,LAL
Shot Chart Detail,0022400408,316,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,19,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,88,262,1,0,20241225,GSW,LAL
Shot Chart Detail,0022400408,330,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,19,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,-16,166,1,0,20241225,GSW,LAL
Shot Chart Detail,0022400408,363,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,16,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,218,163,1,1,20241225,GSW,LAL
Shot Chart Detail,0022400408,469,201939,Stephen Curry,1610612744,Golden State Warriors,4,11,18,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11,103,61,1,1,20241225,GSW,LAL
Shot Chart Detail,0022400408,497,201939,Stephen Curry,1610612744,Golden State Warriors,4,8,59,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-130,94,1,1,20241225,GSW,LAL
Shot Chart Detail,0022400408,578,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,55,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-28,22,1,0,20241225,GSW,LAL
Shot Chart Detail,0022400408,585,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,40,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-217,125,1,0,20241225,GSW,LAL
Shot Chart Detail,0022400408,592,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,16,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,53,52,1,1,20241225,GSW,LAL
Shot Chart Detail,0022400408,595,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,54,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-199,163,1,0,20241225,GSW,LAL
Shot Chart Detail,0022400408,597,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,49,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-116,222,1,1,20241225,GSW,LAL
Shot Chart Detail,0022400408,601,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,19,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,191,203,1,0,20241225,GSW,LAL
Shot Chart Detail,0022400408,623,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,25,Made Shot,Running Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-23,5,1,1,20241225,GSW,LAL
Shot Chart Detail,0022400408,639,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,12,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,225,43,1,1,20241225,GSW,LAL
Shot Chart Detail,0022400408,650,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,7,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,31,-125,285,1,1,20241225,GSW,LAL
Shot Chart Detail,0022400431,15,201939,Stephen Curry,1610612744,Golden State Warriors,1,10,40,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-103,247,1,0,20241228,GSW,PHX
Shot Chart Detail,0022400431,17,201939,Stephen Curry,1610612744,Golden State Warriors,1,10,24,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,191,195,1,0,20241228,GSW,PHX
Shot Chart Detail,0022400431,40,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,20,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,129,237,1,1,20241228,GSW,PHX
Shot Chart Detail,0022400431,72,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,18,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-121,115,1,1,20241228,GSW,PHX
Shot Chart Detail,0022400431,80,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,0,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-159,210,1,1,20241228,GSW,PHX
Shot Chart Detail,0022400431,218,201939,Stephen Curry,1610612744,Golden State Warriors,2,8,24,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,199,199,1,1,20241228,GSW,PHX
Shot Chart Detail,0022400431,288,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,13,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-53,19,1,1,20241228,GSW,PHX
Shot Chart Detail,0022400431,315,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,17,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,29,201,211,1,0,20241228,GSW,PHX
Shot Chart Detail,0022400431,332,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,1,Made Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-119,129,1,1,20241228,GSW,PHX
Shot Chart Detail,0022400431,346,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,42,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,174,186,1,0,20241228,GSW,PHX
Shot Chart Detail,0022400431,385,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,40,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,27,265,1,1,20241228,GSW,PHX
Shot Chart Detail,0022400431,388,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,8,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,30,33,302,1,0,20241228,GSW,PHX
Shot Chart Detail,0022400431,434,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,8,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,22,145,176,1,0,20241228,GSW,PHX
Shot Chart Detail,0022400431,517,201939,Stephen Curry,1610612744,Golden State Warriors,4,10,39,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,29,-210,200,1,0,20241228,GSW,PHX
Shot Chart Detail,0022400431,543,201939,Stephen Curry,1610612744,Golden State Warriors,4,9,25,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-66,22,1,1,20241228,GSW,PHX
Shot Chart Detail,0022400431,548,201939,Stephen Curry,1610612744,Golden State Warriors,4,8,56,Missed Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,80,270,1,0,20241228,GSW,PHX
Shot Chart Detail,0022400431,609,201939,Stephen Curry,1610612744,Golden State Warriors,4,4,43,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,33,104,1,1,20241228,GSW,PHX
Shot Chart Detail,0022400431,628,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,55,Missed Shot,Hook Bank Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,32,57,1,0,20241228,GSW,PHX
Shot Chart Detail,0022400431,632,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,32,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,202,153,1,0,20241228,GSW,PHX
Shot Chart Detail,0022400431,643,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,1,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,67,163,1,0,20241228,GSW,PHX
Shot Chart Detail,0022400431,658,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,42,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,39,18,1,0,20241228,GSW,PHX
Shot Chart Detail,0022400431,664,201939,Stephen Curry,1610612744,Golden State Warriors,4,0,32,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,162,207,1,0,20241228,GSW,PHX
Shot Chart Detail,0022400446,12,201939,Stephen Curry,1610612744,Golden State Warriors,1,11,31,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,27,257,1,0,20241230,GSW,CLE
Shot Chart Detail,0022400446,39,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,51,Missed Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,119,229,1,0,20241230,GSW,CLE
Shot Chart Detail,0022400446,78,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,53,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,50,258,1,0,20241230,GSW,CLE
Shot Chart Detail,0022400446,103,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,2,Made Shot,Running Reverse Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-26,48,1,1,20241230,GSW,CLE
Shot Chart Detail,0022400446,211,201939,Stephen Curry,1610612744,Golden State Warriors,2,10,9,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-11,255,1,0,20241230,GSW,CLE
Shot Chart Detail,0022400446,236,201939,Stephen Curry,1610612744,Golden State Warriors,2,8,39,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,2,35,1,0,20241230,GSW,CLE
Shot Chart Detail,0022400446,426,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,25,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,29,-131,265,1,0,20241230,GSW,CLE
Shot Chart Detail,0022400446,453,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,48,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,165,232,1,1,20241230,GSW,CLE
Shot Chart Detail,0022400446,464,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,37,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-43,57,1,0,20241230,GSW,CLE
Shot Chart Detail,0022400446,473,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,17,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-54,265,1,1,20241230,GSW,CLE
Shot Chart Detail,0022400446,476,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,54,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,29,38,288,1,0,20241230,GSW,CLE
Shot Chart Detail,0022400446,538,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,4,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-212,154,1,0,20241230,GSW,CLE
Shot Chart Detail,0022400446,614,201939,Stephen Curry,1610612744,Golden State Warriors,4,7,49,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,167,205,1,1,20241230,GSW,CLE
Shot Chart Detail,0022400446,632,201939,Stephen Curry,1610612744,Golden State Warriors,4,5,43,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,108,246,1,0,20241230,GSW,CLE
Shot Chart Detail,0022400467,9,201939,Stephen Curry,1610612744,Golden State Warriors,1,11,39,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-164,209,1,1,20250102,GSW,PHI
Shot Chart Detail,0022400467,94,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,4,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-5,48,1,0,20250102,GSW,PHI
Shot Chart Detail,0022400467,113,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,37,Missed Shot,Putback Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,32,42,1,0,20250102,GSW,PHI
Shot Chart Detail,0022400467,189,201939,Stephen Curry,1610612744,Golden State Warriors,2,9,54,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,191,170,1,1,20250102,GSW,PHI
Shot Chart Detail,0022400467,196,201939,Stephen Curry,1610612744,Golden State Warriors,2,9,0,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-13,43,1,1,20250102,GSW,PHI
Shot Chart Detail,0022400467,302,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,35,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-232,57,1,1,20250102,GSW,PHI
Shot Chart Detail,0022400467,353,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,33,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,-58,121,1,0,20250102,GSW,PHI
Shot Chart Detail,0022400467,363,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,38,Made Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,141,227,1,1,20250102,GSW,PHI
Shot Chart Detail,0022400467,374,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,48,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,56,11,1,1,20250102,GSW,PHI
Shot Chart Detail,0022400467,411,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,20,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,22,23,227,1,0,20250102,GSW,PHI
Shot Chart Detail,0022400467,420,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,29,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,29,147,252,1,1,20250102,GSW,PHI
Shot Chart Detail,0022400467,426,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,49,Made Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,31,93,298,1,1,20250102,GSW,PHI
Shot Chart Detail,0022400467,443,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,47,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-146,131,1,1,20250102,GSW,PHI
Shot Chart Detail,0022400467,539,201939,Stephen Curry,1610612744,Golden State Warriors,4,9,32,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,30,-20,309,1,1,20250102,GSW,PHI
Shot Chart Detail,0022400467,542,201939,Stephen Curry,1610612744,Golden State Warriors,4,9,12,Made Shot,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,-72,267,1,1,20250102,GSW,PHI
Shot Chart Detail,0022400492,38,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,34,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-77,31,1,1,20250105,GSW,SAC
Shot Chart Detail,0022400492,60,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,6,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-2,267,1,0,20250105,GSW,SAC
Shot Chart Detail,0022400492,89,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,21,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,232,6,1,1,20250105,GSW,SAC
Shot Chart Detail,0022400492,168,201939,Stephen Curry,1610612744,Golden State Warriors,2,10,7,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,31,13,1,1,20250105,GSW,SAC
Shot Chart Detail,0022400492,176,201939,Stephen Curry,1610612744,Golden State Warriors,2,9,44,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-190,172,1,1,20250105,GSW,SAC
Shot Chart Detail,0022400492,189,201939,Stephen Curry,1610612744,Golden State Warriors,2,8,50,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,30,16,306,1,1,20250105,GSW,SAC
Shot Chart Detail,0022400492,292,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,0,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,29,-184,235,1,1,20250105,GSW,SAC
Shot Chart Detail,0022400492,376,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,27,Made Shot,Cutting Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,67,11,1,1,20250105,GSW,SAC
Shot Chart Detail,0022400492,419,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,0,Made Shot,Running Reverse Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-38,19,1,1,20250105,GSW,SAC
Shot Chart Detail,0022400492,425,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,29,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,85,242,1,0,20250105,GSW,SAC
Shot Chart Detail,0022400492,450,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,10,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-16,269,1,0,20250105,GSW,SAC
Shot Chart Detail,0022400492,503,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,35,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,29,159,245,1,0,20250105,GSW,SAC
Shot Chart Detail,0022400508,21,201939,Stephen Curry,1610612744,Golden State Warriors,1,10,12,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-184,218,1,0,20250107,GSW,MIA
Shot Chart Detail,0022400508,30,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,29,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,31,-112,296,1,0,20250107,GSW,MIA
Shot Chart Detail,0022400508,47,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,13,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-115,102,1,0,20250107,GSW,MIA
Shot Chart Detail,0022400508,58,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,16,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,42,259,1,1,20250107,GSW,MIA
Shot Chart Detail,0022400508,82,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,28,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,17,146,105,1,1,20250107,GSW,MIA
Shot Chart Detail,0022400508,88,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,0,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-100,256,1,1,20250107,GSW,MIA
Shot Chart Detail,0022400508,141,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,54,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,135,232,1,0,20250107,GSW,MIA
Shot Chart Detail,0022400508,212,201939,Stephen Curry,1610612744,Golden State Warriors,2,10,23,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,28,178,221,1,1,20250107,GSW,MIA
Shot Chart Detail,0022400508,218,201939,Stephen Curry,1610612744,Golden State Warriors,2,9,51,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-172,205,1,1,20250107,GSW,MIA
